,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1068,CN(Cc1ccccc1)C,2.162037037037037,1.0286111111111111,2.162037037037037,1.0286111111111111,0.5968214218758864,135.20999999999995,122.10599999999997,135.104799416,54,0,0.022714058990028648,-0.3051464818437645,0.3051464818437645,0.022714058990028648,1.1,1.7,2.2,2.5872871851548136,179.17957141667623,7.397341225498538,6.541071722634635,6.541071722634635,4.787693700234703,3.4748919501329874,3.4748919501329874,2.7233815701955426,2.7233815701955426,1.3416266139293822,1.3416266139293822,0.9485681981847474,0.9485681981847474,-0.8200000000000001,195.6254620163014,7.288932461873639,3.3737941826863076,2.1939048454146013,62.286063132890156,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,19.658795457051376,6.544756405912575,0.0,0.0,0.0,0.0,4.899909730850478,0.0,6.544756405912575,14.09534396535438,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,18.99525369620486,6.544756405912575,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,6.544756405912575,5.563451491696996,0.0,6.06636706846161,43.26072197005129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.166666666666668,0.3333333333333333,10,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,1,1.7482,43.83300000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,NCc1ccccc1C,5.450648148148148,0.6455092592592592,5.450648148148148,0.6455092592592592,0.5976218563957916,121.18299999999996,110.09499999999997,121.08914935199999,48,0,0.01802490788998486,-0.3264885234337377,0.3264885234337377,0.01802490788998486,1.3333333333333333,2.0,2.4444444444444446,3.0065240073265844,193.51405299160075,6.69023444431199,5.593858127134676,5.593858127134676,4.342535255101096,3.0891519502467633,3.0891519502467633,2.13060876774321,2.13060876774321,1.481168535729144,1.481168535729144,0.8391155453409357,0.8391155453409357,-0.8200000000000001,130.65102508867633,6.302249388753057,2.6460974753069504,1.2986418285110317,55.50117804530289,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,18.050640183084617,6.544756405912575,0.0,0.0,0.0,0.0,0.0,5.733667477162185,13.4684936056032,0.0,35.392371257240434,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,6.544756405912575,6.923737199690624,11.126902983393991,24.26546827384644,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,6.544756405912575,0.0,11.126902983393991,0.0,12.13273413692322,19.056471336613846,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.833333333333336,0.25,9,2,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1.4537200000000001,39.070400000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,CCCC[C@@H](c1ccccc1)O,9.65162037037037,-0.2720833333333337,9.65162037037037,0.2720833333333337,0.7250601267220526,164.248,148.11999999999998,164.120115132,66,0,0.07896087521710851,-0.38842161612748854,0.38842161612748854,0.07896087521710851,1.25,1.9166666666666667,2.5,2.4753955510998766,205.50391424932707,8.811554787871634,7.532635554197357,7.532635554197357,5.842535255101096,4.572912698515345,4.572912698515345,3.0687099036516137,3.0687099036516137,2.015460498303543,2.015460498303543,1.239327956301281,1.239327956301281,-0.8200000000000001,646.3567374307108,9.269445438282649,4.93858257671876,2.6656660782077517,74.05034744367602,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.09721578785069,11.984273114623004,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,32.29016845621695,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,37.85361994791395,30.33183534230805,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,6.103966387748303,0.0,24.825916360475023,0.0,0.0,30.33183534230805,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.45454545454545453,12,1,1,0,0,0,1,0,1,1,1,1,4,0,0,0,1,2.910200000000001,50.92680000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,CCN(CCc1c[nH]c2c1cccc2)CC,3.329404289493575,1.130648148148148,3.329404289493575,1.130648148148148,0.8135653681761909,216.328,196.16799999999995,216.16264864,86,0,0.045629389178104246,-0.36088922633004017,0.36088922633004017,0.045629389178104246,1.125,1.875,2.625,2.0938136931087046,440.6869968235185,11.380468888623982,10.162392066194279,10.162392066194279,7.846866552750667,6.121150789396134,6.121150789396134,4.13638004743709,4.13638004743709,3.26671565213594,3.26671565213594,2.156852497178552,2.156852497178552,-1.2799999999999998,7552.995413741178,11.212719279503268,5.170693937180425,2.2738189564163593,97.27171442882953,9.883888251797686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.046575604766076,31.140152994909766,23.64452490960671,0.0,0.0,10.902924932081056,0.0,9.883888251797686,0.0,20.268296022307258,19.634269217737724,36.02576333715651,0.0,0.0,0.0,0.0,0.0,0.0,29.518157469535414,6.4208216229260096,0.0,19.410925891078243,30.462311845459514,0.0,10.902924932081056,0.0,19.03,0.0,0.0,0.0,0.0,0.0,26.055090840663734,16.466376423778055,0.0,0.0,54.19367449663845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.42857142857142855,16,1,2,0,0,0,1,1,2,1,1,2,5,0,0,0,2,3.052200000000002,69.79070000000004,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,O=C(CCC(=O)O)CCCCCC(=O)O,11.064868354749308,-0.9636785186347769,11.064868354749308,0.06229166666666619,0.5690190959019303,216.23299999999995,200.10499999999996,216.099773612,86,0,0.30328890388820484,-0.4812303897810656,0.4812303897810656,0.30328890388820484,0.6666666666666666,1.2,1.7333333333333334,3.3113093973172765,233.9672469995536,11.681798275874712,8.56891953069734,8.56891953069734,7.019744507803582,4.973799593568848,4.973799593568848,3.3868123928213403,3.3868123928213403,1.963961869400389,1.963961869400389,1.1465233238000316,1.1465233238000316,-1.3900000000000001,1382.5266119315947,13.610000000000001,7.963043610252606,10.53128618813714,88.09676386192237,10.213054789681411,5.783244946364939,0.0,0.0,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,6.4208216229260096,12.841643245852019,19.26246486877803,6.4208216229260096,24.596666341896878,17.72185552226864,0.0,0.0,0.0,44.94575136048208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.93491031195005,14.383611552215466,0.0,44.94575136048208,0.0,0.0,0.0,0.0,91.67,11.938610575903699,14.383611552215466,0.0,25.045709815142967,25.683286491704038,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.50000000000001,0.7,15,2,5,0,0,0,0,0,0,3,2,5,9,0,0,0,0,1.4554,52.59760000000003,2,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1073,CCN1C(=O)[C@H](N=C1O)c1ccccc1,11.798753779289495,-0.5776388888888895,11.798753779289495,0.16555555555555523,0.7933041117775602,204.229,192.13299999999995,204.089877624,78,0,0.2923374432977269,-0.4803860332410914,0.4803860332410914,0.2923374432977269,1.4,2.066666666666667,2.6,2.308434673547916,400.30876542596656,10.836498814253964,8.421097473288041,8.421097473288041,7.236382105218447,4.86811864489498,4.86811864489498,3.324816103338639,3.324816103338639,2.417474003918131,2.417474003918131,1.636253841868149,1.636253841868149,-1.8399999999999994,3785.9720992981197,9.705022183919052,3.7263265306122446,1.5829080578512398,87.86119454625407,5.106527394840706,0.0,6.041840829147961,0.0,11.928859856695684,0.0,9.694446914922299,4.992404732635669,0.0,0.0,30.33183534230805,12.487188691387619,6.544756405912575,0.0,9.901064578912528,11.928859856695684,0.0,4.899909730850478,4.992404732635669,12.965578028838586,6.544756405912575,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,28.48005338829944,4.794537184071822,0.0,18.52902952053558,35.32424007494372,0.0,0.0,0.0,52.900000000000006,6.041840829147961,9.901064578912528,0.0,11.928859856695684,6.544756405912575,5.563451491696996,4.899909730850478,6.923737199690624,30.33183534230805,4.992404732635669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.833333333333336,0.2727272727272727,15,1,4,0,1,1,1,0,1,2,1,4,2,0,0,0,2,1.5038,56.63380000000003,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,O=CC(=O)O,9.0,-1.4259259259259258,9.0,0.16666666666666696,0.3292675030726765,74.035,72.019,74.00039392400001,28,0,0.3683649966681091,-0.475710953831147,0.475710953831147,0.3683649966681091,1.8,2.0,2.0,3.204805417886435,55.91340299823497,4.284457050376173,2.34106044561731,2.34106044561731,2.270055610029662,0.9521083379722393,0.9521083379722393,0.4560887981866242,0.4560887981866242,0.10081715010194184,0.10081715010194184,0.0,0.0,-0.8600000000000001,9.65148445440323,4.14,1.4584713375796172,3.1399999999999983,28.221471094509702,5.106527394840706,0.0,0.0,6.286160523129555,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,14.69560176298435,12.255465811081404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36199320592211,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,54.370000000000005,5.969305287951849,0.0,0.0,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,14.69560176298435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.666666666666664,0.0,5,1,3,0,0,0,0,0,0,2,1,3,1,0,0,0,0,-0.7301,13.6998,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,OCCNC1=C/C(=N\C)/C(=O)c2c1ccnc2,11.974602151045604,-0.12023289871504117,11.974602151045604,0.032048138699924955,0.7827643928879593,231.255,218.15099999999998,231.100776656,88,0,0.21268118151961515,-0.39454600007687135,0.39454600007687135,0.21268118151961515,1.4705882352941178,2.2941176470588234,3.0,2.4657787307998253,506.2271346395117,12.25071237662706,9.473503716095337,9.473503716095337,8.274386907679231,5.299157346298888,5.299157346298888,3.5676263266965673,3.5676263266965673,2.53772312385425,2.53772312385425,1.731179058258156,1.731179058258156,-2.01,9253.67429087897,11.47466814585883,4.8818626660884545,2.0941747949587874,98.91115223721418,10.423315998847038,5.711685002770702,0.0,5.783244946364939,0.0,0.0,14.770920437654699,0.0,0.0,0.0,0.0,12.142387175295491,37.246606336568746,12.170333456209914,9.901064578912528,17.191969262191474,0.0,10.30076712495354,4.992404732635669,0.0,20.199310353102682,35.66297730191563,0.0,0.0,5.316788604006331,0.0,0.0,0.0,41.78474621802624,0.0,0.0,15.921440167465814,29.528479051157312,0.0,5.697039313055833,0.0,74.58,0.0,4.794537184071822,0.0,12.390126910877857,17.81989290038027,11.260490804752829,6.196843571613076,25.386902729585756,0.0,15.293171857589208,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83333333333334,0.25,17,2,5,1,0,1,0,1,1,5,2,5,3,0,0,0,2,0.27149999999999985,64.99200000000002,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1076,OCC[C@](CC(=O)O)(O)C,10.04811649659864,-1.277199074074074,10.04811649659864,0.09652777777777777,0.5063434283016692,148.158,136.06199999999998,148.073558864,60,0,0.30575754447642134,-0.4811514544697589,0.4811514544697589,0.30575754447642134,1.6,2.1,2.4,3.7367942338714517,118.91622381280226,8.198670612749268,5.87120942052338,5.87120942052338,4.4771623912162095,3.028225678528549,3.028225678528549,2.541063381223333,2.541063381223333,1.182442855000375,1.182442855000375,0.6550373492036302,0.6550373492036302,-0.6100000000000001,84.30073630613288,9.39,3.5318592622797294,4.286691532146363,59.10818495644439,15.319582184522117,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,13.344558822616634,6.606881964512918,12.021872433909698,20.11411936859394,5.969305287951849,0.0,0.0,0.0,25.36643125652633,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49682024797057,4.794537184071822,0.0,19.765380445542643,0.0,0.0,0.0,0.0,77.76,11.570356098935537,4.794537184071822,0.0,19.448525210364938,0.0,0.0,6.923737199690624,0.0,0.0,0.0,15.319582184522117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.416666666666664,0.8333333333333334,10,3,4,0,0,0,0,0,0,3,3,4,4,0,0,0,0,-0.4055000000000002,34.57939999999999,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,Cc1cc(N)cc(c1)N,5.479444444444445,0.7291666666666667,5.479444444444445,0.7291666666666667,0.5071584204162337,122.171,112.091,122.08439831999999,48,0,0.033680678929085446,-0.398659273819941,0.398659273819941,0.033680678929085446,1.0,1.4444444444444444,1.7777777777777777,3.165670309917317,167.67835570708544,6.8533711511285205,5.386751345948129,5.386751345948129,4.1815405503520555,2.8094010767585034,2.8094010767585034,2.177029637748512,2.177029637748512,1.1220084679281463,1.1220084679281463,0.8432335127930844,0.8432335127930844,-1.1800000000000002,85.7569381887915,5.947877237851663,1.973221425374384,1.3533930115039927,54.476126627919,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.686289896772447,11.374772549367124,0.0,0.0,11.374772549367124,0.0,0.0,0.0,6.923737199690624,11.46733495432437,23.762552697081826,0.0,0.0,11.46733495432437,11.374772549367124,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,18.19910120538483,0.0,0.0,0.0,52.04,0.0,0.0,0.0,0.0,0.0,16.93822404106412,0.0,6.06636706846161,19.056471336613843,0.0,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.14285714285714285,9,4,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,1.1594200000000001,40.0038,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,CCC(c1ccc(cc1)O)(C)C,9.095102040816327,0.21597222222222223,9.095102040816327,0.21597222222222223,0.7117958038893742,164.24799999999996,148.11999999999998,164.120115132,66,0,0.11509554537790655,-0.5079666393925067,0.5079666393925067,0.11509554537790655,1.1666666666666667,1.6666666666666667,2.0833333333333335,2.9642864574405587,246.21155198252438,9.19023444431199,7.963721453445009,7.963721453445009,5.559678737419713,4.355634174575719,4.355634174575719,3.7843108914184316,3.7843108914184316,2.532662602197812,2.532662602197812,1.1167387421873358,1.1167387421873358,-0.98,451.6137371326924,9.110744101633394,3.176550566473556,1.7866755768963078,74.05034744367602,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.903945735995094,29.531997720943004,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,32.60702369139466,0.0,29.828919765543436,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,5.41499046939678,0.0,32.75548471369488,24.26546827384644,0.0,0.0,0.0,20.23,0.0,0.0,0.0,5.41499046939678,5.749511833283905,6.4208216229260096,5.563451491696996,12.13273413692322,12.13273413692322,20.771211599071872,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.083333333333336,0.45454545454545453,12,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,3.0798000000000014,51.423800000000035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,CS(=O)(=O)C,9.631944444444445,-2.666666666666667,9.631944444444445,1.1597222222222223,0.4113012117885555,94.135,88.087,94.008850432,32,0,0.1441041774452434,-0.2294144591416005,0.2294144591416005,0.1441041774452434,1.2,1.2,1.2,4.062942298971397,90.81635834269238,4.5,3.2247448713915894,4.041241452319316,2.0,1.1498299142610595,3.449489742783178,1.1429563388745072,3.4288690166235205,0.0,0.0,0.0,0.0,-0.050000000000000044,3.6096404744368114,4.95,0.9709730951204013,6007.949999999991,31.72959152401275,0.0,9.837253136417502,0.0,0.0,0.0,0.0,0.0,8.417796984328938,0.0,0.0,0.0,0.0,12.511538367022808,0.0,8.417796984328938,9.837253136417502,0.0,0.0,0.0,0.0,12.511538367022808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.929335351351746,9.837253136417502,0.0,0.0,0.0,0.0,0.0,0.0,34.14,9.837253136417502,8.417796984328938,0.0,0.0,0.0,12.511538367022808,0.0,0.0,0.0,0.0,0.0,0.0,-2.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,19.26388888888889,2.3194444444444446,1.0,5,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,-0.33919999999999995,20.767799999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1080,Nc1ccc(cc1)N,5.3711111111111105,0.7492592592592595,5.3711111111111105,0.7492592592592595,0.4839273658917496,108.144,100.07999999999998,108.06874825599999,42,0,0.031499427610448376,-0.3987267865528651,0.3987267865528651,0.031499427610448376,0.75,1.0,1.25,3.0324555320336755,145.38833891467198,5.983127663125442,4.464101615137754,4.464101615137754,3.787693700234704,2.3987174742355446,2.3987174742355446,1.6666666666666672,1.6666666666666672,0.936467025586168,0.936467025586168,0.49601129057086185,0.49601129057086185,-1.1800000000000002,70.79892376087899,4.966627565982405,1.7381205361963379,0.9041418956093399,48.11118451352239,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,11.374772549367124,0.0,0.0,11.374772549367124,0.0,0.0,0.0,0.0,11.46733495432437,24.26546827384644,0.0,0.0,11.46733495432437,11.374772549367124,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,52.04,0.0,0.0,0.0,0.0,0.0,11.374772549367124,0.0,24.26546827384644,0.0,0.0,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333336,0.0,8,4,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,0.851,35.2668,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,CN(CN(C)C)C,2.125,1.0277777777777777,2.125,1.0277777777777777,0.4550820644502251,102.18099999999998,88.06899999999999,102.11569844799999,44,0,0.049473237955249605,-0.296636401715813,0.296636401715813,0.049473237955249605,0.8571428571428571,1.1428571428571428,1.1428571428571428,2.953223174561293,35.34481288877287,5.8618073195657985,5.601533972186463,5.601533972186463,3.1258976576862287,2.4213099140335075,2.4213099140335075,2.300759611304577,2.300759611304577,0.5656854249492379,0.5656854249492379,0.5656854249492379,0.5656854249492379,-0.08,19.093583929800843,6.92,2.9925383407397503,5.920000000000001,45.71868682582272,0.0,0.0,0.0,0.0,0.0,0.0,9.799819461700956,0.0,0.0,0.0,0.0,28.19068793070876,6.6686911888991425,0.0,0.0,0.0,0.0,9.799819461700956,0.0,0.0,34.8593791196079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65919858130886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,6.6686911888991425,0.0,0.0,0.0,37.99050739240972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,7,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.06709999999999994,32.240999999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
